,Date,Lat,Lon,Hour,Day
799630,2022-12-11 17:00:09.132815+00:00,40.15897196541242,-119.81071887402545,17,11
799631,2022-12-11 17:00:11.760820+00:00,40.258782091761965,-119.64146958207307,17,11
799632,2022-12-11 17:00:14.388826+00:00,40.35830954387777,-119.47169132183416,17,11
799633,2022-12-11 17:00:17.016832+00:00,40.457552517626326,-119.30138217663593,17,11
799634,2022-12-11 17:00:19.644807+00:00,40.55650920170078,-119.13054023939823,17,11
799635,2022-12-11 17:00:22.272813+00:00,40.655177774592744,-118.95916361858899,17,11
799636,2022-12-11 17:00:24.900818+00:00,40.75355640751405,-118.78725043328906,17,11
799637,2022-12-11 17:00:27.528824+00:00,40.851643261631175,-118.61479881873822,17,11
799638,2022-12-11 17:00:30.156830+00:00,40.94943649037397,-118.44180692250308,17,11
799639,2022-12-11 17:00:32.784866+00:00,41.04693572858776,-118.26827024631585,17,11
799640,2022-12-11 17:00:35.412872+00:00,41.144136126386954,-118.09419228193009,17,11
799641,2022-12-11 17:00:38.040847+00:00,41.241037305614505,-117.91956857024681,17,11
799642,2022-12-11 17:00:40.668853+00:00,41.337637385444445,-117.74439731893717,17,11
799643,2022-12-11 17:00:43.296858+00:00,41.4339344750362,-117.56867675471293,17,11
799644,2022-12-11 17:00:45.924864+00:00,41.52992667593038,-117.39240511923008,17,11
799645,2022-12-11 17:00:48.552870+00:00,41.62561208101132,-117.21558067158432,17,11
799646,2022-12-11 17:00:51.180875+00:00,41.72098877442205,-117.03820168902267,17,11
799647,2022-12-11 17:00:53.808851+00:00,41.81605483218298,-116.86026646626387,17,11
799648,2022-12-11 17:00:56.436856+00:00,41.910808321061594,-116.68177331827789,17,11
799649,2022-12-11 17:00:59.064862+00:00,42.005247300701875,-116.50272057661324,17,11
799650,2022-12-11 17:01:01.692868+00:00,42.099369821224776,-116.32310659474877,17,11
799651,2022-12-11 17:01:04.320874+00:00,42.193173925124405,-116.14292974486835,17,11
799652,2022-12-11 17:01:06.948879+00:00,42.28665764627008,-115.96218842046832,17,11
799653,2022-12-11 17:01:09.576854+00:00,42.37981901007221,-115.78088103663579,17,11
799654,2022-12-11 17:01:12.204860+00:00,42.47265603500849,-115.59900602748215,17,11
799655,2022-12-11 17:01:14.832866+00:00,42.56516672971176,-115.41656185279832,17,11
799656,2022-12-11 17:01:17.460902+00:00,42.657350504810644,-115.23354418602538,17,11
799657,2022-12-11 17:01:20.088908+00:00,42.74920253021764,-115.04995713667309,17,11
799658,2022-12-11 17:01:22.716914+00:00,42.840722206048596,-114.86579643288917,17,11
799659,2022-12-11 17:01:25.344919+00:00,42.93190750928466,-114.68106062763377,17,11
799660,2022-12-11 17:01:27.972894+00:00,43.022756409506925,-114.49574829772376,17,11
799661,2022-12-11 17:01:30.600900+00:00,43.11326686850786,-114.30985804534113,17,11
799662,2022-12-11 17:01:33.228906+00:00,43.20343684047006,-114.12338849835137,17,11
799663,2022-12-11 17:01:35.856912+00:00,43.29326427137318,-113.93633831230788,17,11
799664,2022-12-11 17:01:38.484917+00:00,43.38274710071735,-113.74870616738697,17,11
799665,2022-12-11 17:01:41.112892+00:00,43.4718832596148,-113.56049077332466,17,11
799666,2022-12-11 17:01:43.740898+00:00,43.56067067175193,-113.37169086805982,17,11
799667,2022-12-11 17:01:46.368904+00:00,43.649107253793574,-113.1823052175757,17,11
799668,2022-12-11 17:01:48.996910+00:00,43.737190915028044,-112.99233261746048,17,11
799669,2022-12-11 17:01:51.624915+00:00,43.82491955777576,-112.80177189276228,17,11
799670,2022-12-11 17:01:54.252921+00:00,43.91229107661882,-112.61062190056164,17,11
799671,2022-12-11 17:01:56.880896+00:00,43.99930335999333,-112.4188815271085,17,11
799672,2022-12-11 17:01:59.508902+00:00,44.08595428857069,-112.22654969239663,17,11
799673,2022-12-11 17:02:02.136938+00:00,44.172243055258846,-112.03362238872782,17,11
831357,2022-12-12 16:09:47.772209+00:00,40.028918092866974,-113.21082314437719,16,12
831358,2022-12-12 16:09:50.400215+00:00,40.12909054874409,-113.04226180680413,16,12
831359,2022-12-12 16:09:53.028190+00:00,40.22898266172845,-112.87317405007927,16,12
831360,2022-12-12 16:09:55.656195+00:00,40.32859264002489,-112.70355794080432,16,12
831361,2022-12-12 16:09:58.284201+00:00,40.42791868307311,-112.5334115575494,16,12
831362,2022-12-12 16:10:00.912207+00:00,40.52695898216057,-112.36273299012672,16,12
831363,2022-12-12 16:10:03.540213+00:00,40.625711718494344,-112.19152034355832,16,12
831364,2022-12-12 16:10:06.168218+00:00,40.72417506648325,-112.01977173245746,16,12
840196,2022-12-12 22:36:56.687408+00:00,43.3231364827509,-120.89808949983869,22,12
840197,2022-12-12 22:36:59.315414+00:00,43.233365898499855,-120.71071818635274,22,12
840198,2022-12-12 22:37:01.943420+00:00,43.14325131502507,-120.5239279777124,22,12
840199,2022-12-12 22:37:04.571426+00:00,43.05279478836993,-120.33771754062336,22,12
840200,2022-12-12 22:37:07.199431+00:00,42.96199836853361,-120.15208551840526,22,12
840201,2022-12-12 22:37:09.827406+00:00,42.87086409629742,-119.96703052478753,22,12
840202,2022-12-12 22:37:12.455473+00:00,42.77939260339491,-119.78254833141932,22,12
840203,2022-12-12 22:37:15.083448+00:00,42.687588715960764,-119.59864315013658,22,12
840204,2022-12-12 22:37:17.711454+00:00,42.59545305464031,-119.41531069293471,22,12
840205,2022-12-12 22:37:20.339460+00:00,42.50298762968776,-119.23254947591452,22,12
840206,2022-12-12 22:37:22.967466+00:00,42.410194443265475,-119.05035799146987,22,12
840207,2022-12-12 22:37:25.595471+00:00,42.31707548972854,-118.86873470952783,22,12
840208,2022-12-12 22:37:28.223477+00:00,42.22363275546149,-118.68767807783314,22,12
840209,2022-12-12 22:37:30.851452+00:00,42.12986821790828,-118.50718652058995,22,12
840210,2022-12-12 22:37:33.479458+00:00,42.03578384724165,-118.32725844250957,22,12
840211,2022-12-12 22:37:36.107464+00:00,41.94138160517356,-118.1478922269573,22,12
840212,2022-12-12 22:37:38.735469+00:00,41.84666344490693,-117.96908623645896,22,12
840213,2022-12-12 22:37:41.363475+00:00,41.75163131123855,-117.79083881351801,22,12
840214,2022-12-12 22:37:43.991450+00:00,41.65628714132574,-117.6131482826912,22,12
840215,2022-12-12 22:37:46.619456+00:00,41.560632862620004,-117.43601294705023,22,12
840216,2022-12-12 22:37:49.247462+00:00,41.464670395509216,-117.25943109397205,22,12
840217,2022-12-12 22:37:51.875467+00:00,41.368401651212636,-117.08340099151543,22,12
840218,2022-12-12 22:37:54.503473+00:00,41.271828532565614,-116.90792089050333,22,12
840219,2022-12-12 22:37:57.131509+00:00,41.174951448496934,-116.73298635091378,22,12
840220,2022-12-12 22:37:59.759515+00:00,41.07777525068022,-116.55860094560876,22,12
840221,2022-12-12 22:38:02.387521+00:00,40.980300335992496,-116.38476019446256,22,12
840222,2022-12-12 22:38:05.015496+00:00,40.88252857262895,-116.21146228232759,22,12
840223,2022-12-12 22:38:07.643502+00:00,40.78446182050913,-116.03870537954063,22,12
840224,2022-12-12 22:38:10.271507+00:00,40.68610193114138,-115.86648764211353,22,12
840225,2022-12-12 22:38:12.899513+00:00,40.58745074676011,-115.69480721058842,22,12
840226,2022-12-12 22:38:15.527519+00:00,40.48851010175626,-115.52366221315529,22,12
840227,2022-12-12 22:38:18.155494+00:00,40.38928182084786,-115.35305076271604,22,12
840228,2022-12-12 22:38:20.783500+00:00,40.28976772088346,-115.18297096063667,22,12
840229,2022-12-12 22:38:23.411505+00:00,40.18996960925011,-115.01342089426497,22,12
840230,2022-12-12 22:38:26.039511+00:00,40.08988928544796,-114.84439864021036,22,12
865250,2022-12-13 16:54:18.665260+00:00,44.641100829878,-120.86385672637537,16,13
